fiber_node;address;coordinate
DDP077;PONDOK SUKMAJAYA PERMAI & GRIYA SUKMAJAYA (2);-6.412135599,106.8446905
FDP051;PONDOK SUKMAJAYA PERMAI & GRIYA SUKMAJAYA (2);-6.412157,106.844961
DDP186;CLUSTER BUKIT RIVARIA (4);-6.412672813,106.7612809
FDP023;PONDOK TIRTA MANDALA (3);-6.41297336934204,106.8543677777
DLC129;PERUM MUTIARA BEKASI JAYA (3);-6.413033,107.095634
FDP026;PONDOK TIRTA MANDALA (4);-6.413328,106.854622
FPR102;TAMAN MELATI PREMIER (2);-6.413904,106.74869
DLC131;PERUM MUTIARA BEKASI JAYA (5);-6.413929,107.097909
FPR101;TAMAN MELATI PREMIER (1);-6.414476,106.749434
DCB023;BUKIT GOLF RIVERSIDE HOUSING ESTATE;-6.415038905,106.9102282
FTO001;PERUM JATIJAJAR (1);-6.415133,106.862436
DDP051;KOMPLEK TAMAN MELATI SAWANGAN (1);-6.416022014,106.7501927
DLC132;PERUM MUTIARA BEKASI JAYA (6);-6.416084,107.097022
DCB477;PERUM CIKEAS GARDENIA (2);-6.416424,106.931207
FDP008;GRAND DEPOK CITY (CLUSTER GARDENIA);-6.416473,106.829784
DLC133;PERUM MUTIARA BEKASI JAYA (7);-6.416692,107.095723
DCB479;PERUM CIKEAS GARDENIA (4);-6.417209,106.930115
FDC002;VILLA PERTIWI ESTATE (2);-6.41721271097595,106.8523765727
DLC154;PERUM MUTIARA BEKASI JAYA (9);-6.417294,107.097905
DPG235;TAMAN GALAXY INDAH 2 (1);-6.4173,106.971205
FLN002;BUKIT GOLF RIVERSIDE;-6.41731,106.91314
DDP334;PERUM BUKIT SAWANGAN INDAH (1);-6.417665,106.737134
DCB480;PERUM CIKEAS GARDENIA (5);-6.417865,106.928671
DLC153;PERUMAHAN MUTIARA BEKASI JAYA (8) CIKARANG;-6.417919,107.095769
DDP335;PERUM BUKIT SAWANGAN INDAH (2);-6.417983,106.738234
DDP165;GRAND DEPOK CITY (CLUSTER ALPINA & CLUSTER ASTER);-6.418007172,106.8238955
FDC001;VILLA PERTIWI ESTATE (1);-6.41852941851979,106.8515688925
DDP169;GRAND DEPOK CITY (CLUSTER ARCACIA);-6.418606,106.820887
FDC003;VILLA PERTIWI ESTATE (3);-6.418611,106.850294
DDP279;GRAND PARUNG RESIDENCE;-6.419045571,106.7354203
FPR151;DIAMOND LAKE SIDE (1);-6.41929,106.776938
FPR152;DIAMOND LAKE SIDE (2);-6.41934,106.775962
DDP321;BUMI SAWANGAN INDAH 2 (7);-6.419414,106.754704
DCB025;BUKIT GOLF RIVERSIDE CLUSTER ARCADIA 1;-6.419486167,106.9105201
DDP162;GRAND DEPOK CITY (CLUSTER ANGGREK 1, RUKO ARCADE, RUKO WATER PARK, D'MARKET & RUKO THE ROSE);-6.419639053,106.8278036
FPR153;DIAMOND LAKE SIDE (3);-6.419917,106.775086
FDC007;VILLA PERTIWI ESTATE (7);-6.420148,106.853002
FDC004;VILLA PERTIWI ESTATE (4);-6.42053978981747,106.8499203398
DCB024;BUKIT GOLF RIVERSIDE CLUSTER ARCADIA 1 & 2;-6.420697181,106.9115468
FGU010;METRO PARUNG (JALAN ANGGREK METRO);-6.420892,106.72199
FDC006;VILLA PERTIWI ESTATE (6);-6.421194,106.851444
FDC005;VILLA PERTIWI ESTATE (5);-6.421984,106.850264
FDC008;PERUM PERMATA DUTA (1);-6.42211536363067,106.8463328853
DCB294;PERUM BUKIT GOLF RIVERSIDE (CLUSTER ARCADIA PARK);-6.42256546,106.9093324
DDP064;GRAHA STUDIO ALAM;-6.422804967,106.84064
DDP320;BUMI SAWANGAN INDAH 2 (6);-6.423434,106.758219
FPR165;SAWANGAN ELOK (3);-6.42388816986586,106.7371857538
DCB035;BUKIT GOLF RIVERSIDE CLUSTER GOLF BULEVARD;-6.425034007,106.9050401
DCB439;GRAND NUSA INDAH (7);-6.42505624,107.0141328
FDC012;PERUMAHAN TAMAN ANYELIR 3 (2);-6.42531114142313,106.8184697628
DDP319;BUMI SAWANGAN INDAH 2 (5);-6.425355,106.756492
DCB429;CIKEAS COUNTRY RESIDENCE;-6.425382005,106.9168722
DDP318;BUMI SAWANGAN INDAH 2 (4);-6.425456,106.757954
FPR164;SAWANGAN ELOK (2);-6.425911,106.73693
DDP317;BUMI SAWANGAN INDAH 2 (3);-6.425983,106.759877
DDP316;BUMI SAWANGAN INDAH 2 (2);-6.427733,106.762293
DDP154;GRAND DEPOK CITY (CLUSTER ALAMANDA & CLUSTER ALAMANDA TIMUR);-6.427758681,106.8262684
DCB437;GRIYA BUKIT JAYA 2 (1);-6.427897387,106.9138838
DJG033;SUNRISE GARDEN (3);-6.428096134,107.0330586
DCB499;SUNRISE GARDEN (3);-6.428096134,107.0330586
FPR163;SAWANGAN ELOK (1);-6.428142,106.736243
DJG036;PERUM GRAND NUSA INDAH (2);-6.428332386,107.0137454
DCB396;PERUM GRAND NUSA INDAH (2);-6.428332386,107.0137454
FDC011;PERUMAHAN TAMAN ANYELIR 3 (1);-6.42843160316316,106.8203389272
DJG032;SUNRISE GARDEN (2);-6.428547608,107.0341028
DCB498;SUNRISE GARDEN (2);-6.428547608,107.0341028
DJG031;SUNRISE GARDEN (1);-6.428579996,107.0370796
DCB497;SUNRISE GARDEN (1);-6.428579996,107.0370796
DDP315;BUMI SAWANGAN INDAH 2 (1);-6.429684,106.761309
DJG037;PERUM GRAND NUSA INDAH (3);-6.429991803,107.0101256
DCB397;PERUM GRAND NUSA INDAH (3);-6.429991803,107.0101256
DJG038;GRAND NUSA INDAH (4);-6.430246842,107.0126936
DCB399;GRAND NUSA INDAH (4);-6.430246842,107.0126936
DDP290;ORCHID GREN PARK;-6.431324,106.775032
DCB438;GRIYA BUKIT JAYA 2 (2);-6.432218,106.914039
DCB034;BUKIT GOLF RIVERSIDE CLUSTER LAVENDER & ORCHID;-6.433672366,106.9009905
DCB459;GRIYA BUKIT JAYA 1 (11);-6.433938407,106.910796
DDP221;GRAND DEPOK CITY (CLUSTER VISCANY RESIDENCE);-6.434159201,106.8253359
DDP295;PERUM GRIYA PERIGI SAWANGAN;-6.434541797,106.7656959
DCB458;PERUM GRIYA BUKIT JAYA 1 (10);-6.435259372,106.9113883
FPR162;PERUM DJOHAR 8;-6.436066,106.772575
DDP155;GRAND DEPOK CITY (CLUSTER AZALEA);-6.436715805,106.8264063
DDP190;PERUM KALIBARU PERMAI;-6.436810977,106.8344607
FTO022;PERUM PESONA LAGUNA 1 (1);-6.436907,106.861776
FTO012;BANJARAN RESIDENCE;-6.43692,106.865321
DCB454;GRIYA BUKIT JAYA 1 (6);-6.438182227,106.9104289
DCB452;GRIYA BUKIT JAYA 1 (4);-6.439457576,106.9056354
DCB449;PERUM GRIYA BUKIT JAYA 1 (1);-6.440096549,106.9079379
DCB453;GRIYA BUKIT JAYA 1 (5);-6.440098832,106.9118008
DDP283;GREEN CITAYAM CITY (4);-6.440210891,106.7770815
DDP130;PERMATA DEPOK (4);-6.440236,106.812111
FTO023;PERUM PESONA LAGUNA 1 (2);-6.440613,106.860461
DDP156;GRAND DEPOK CITY (CLUSTER PURI INSANI 2);-6.440735321,106.8249117
DDP282;GREEN CITAYAM CITY (3);-6.441683176,106.778812
FJG037;CITRA INDAH CITY (37);-6.441901,107.040348
DDP194;GRIYA PUTRA MANDIRI;-6.442143279,106.7985724
FBP013;PARADISE SERPONG CITY (CLUSTER VISTA 2);-6.442305,107.040992
DDP128;PERMATA DEPOK (2);-6.442839,106.807479
DDP280;GREEN CITAYAM CITY (1);-6.442894519,106.7777859
FJG036;CITRA INDAH CITY (36);-6.443201,107.038669
DDP129;PERMATA DEPOK (3);-6.443246,106.810428
DDP157;GRAND DEPOK CITY (CLUSTER SEKTOR MELATI);-6.443247222,106.8287638
FGH016;GRAND KAHURIPAN (9);-6.443672814,106.9701222
DDP229;PERUM ATSIRI PERMAI (1);-6.443783723,106.7910767
FGH018;GRAND KAHURIPAN (11);-6.443895364,106.9709902
FGH015;GRAND KAHURIPAN (8);-6.443909357,106.9685132
DCB286;GRAND KAHURIPAN (9);-6.443914803,106.9698361
FDC010;PERUM KOPWANI VILLLAGE 2;-6.44399997551837,106.838052906
FRY009;PERUM ATSIRI PERMAI (2);-6.444013,106.794045
DDP230;PERUM ATSIRI PERMAI (2);-6.444101445,106.7935716
DCB316;GRAND KAHURIPAN (11);-6.444345612,106.9712002
DDP270;CLUSTER CITAYAM GRANDE 1, CLUSTER CITAYAM GRANDE 8 & INDO ALAM RESIDENCE;-6.444500111,106.7726347
DCB285;GRAND KAHURIPAN (8);-6.444539271,106.9688793
FTO013;PERUMAHAN GRIYA STATISTIKA BPS;-6.444578,106.855528
FGH025;PERUM KAHURIPAN MAS (1) & (CLUSTER GRIYA PMI ASRI);-6.444651,106.975467
FGH026;PERUM KAHURIPAN MAS (2);-6.444789,106.974785
DDP106;LOTUS RESIDENCE (JL.BOULEVARD GRAND DEPOK CITY);-6.444870567,106.829134
DCB276;PERUM KAHURIPAN MAS (1) & (CLUSTER GRIYA PMI ASRI);-6.444891784,106.9749205
DDP127;PERMATA DEPOK (1);-6.445037,106.806583
DDP281;GREEN CITAYAM CITY (2);-6.445202778,106.7797975
FGH014;GRAND KAHURIPAN (7);-6.445429,106.96667
DCB277;PERUM KAHURIPAN MAS (2);-6.445746706,106.9738208
DDP231;PERUM ATSIRI PERMAI (3);-6.445769267,106.79114
DCB284;GRAND KAHURIPAN (7);-6.445961095,106.966692
FGH017;GRAND KAHURIPAN (10);-6.446425692,106.9699368
FGH008;GRAND KAHURIPAN (1);-6.446593603,106.9642904
FGH012;GRAND KAHURIPAN (5)(CLUSTER SINDORO);-6.446593603,106.9642904
DCB282;GRAND KAHURIPAN (5) (CLUSTER SINDORO);-6.446599,106.964376
FJG040;CITRA INDAH CITY (40) (GRAND CEMPAKA);-6.446629,107.038276
DDP160;GRAND DEPOK CITY (CLUSTER SEKTOR MELATI 1 & 2);-6.446686552,106.8337491
FRY010;PERUM ATSIRI PERMAI (3);-6.446816,106.791116
DCB287;GRAND KAHURIPAN (10);-6.447055374,106.9703685
DCB309;MEGA RESIDENCE CILEUNGSI;-6.447163574,106.9741341
DCB283;GRAND KAHURIPAN (6);-6.447201792,106.9645477
FGH011;GRAND KAHURIPAN (4);-6.447334542,106.960604
FGH013;GRAND KAHURIPAN (6);-6.447357,106.964763
DCB281;GRAND KAHURIPAN (4);-6.447706116,106.9615683
FRY011;PERUM ATSIRI PERMAI (4);-6.447995,106.792533
FPR140;SAMASTA CITAYAM 2;-6.448617,106.773489
FJG024;CITRA INDAH CITY (24);-6.448806,107.043165
DCB280;GRAND KAHURIPAN (3);-6.448843239,106.9620758
DDP233;PERUM ATSIRI PERMAI (4);-6.449058721,106.7917689
FJG025;CITRA INDAH CITY (25);-6.449079,107.043488
DDP158;GRAND DEPOK CITY (CLUSTER GRIYA MELATI MAS) (1);-6.449296265,106.8323751
DDP159;GRAND DEPOK CITY (CLUSTER GRIYA MELATI MAS EXT ) (2);-6.449482873,106.8372931
FGH010;GRAND KAHURIPAN (3);-6.449562,106.961592
DDP004;PERUM PERSADA DEPOK;-6.45005229,106.8677139
FPR060;PERUM DE PARIS RESIDENCE (5);-6.450197,106.74209
FTO028;PERUM PERSADA DEPOK;-6.45026,106.86772
FPR056;PERUM DE PARIS RESIDENCE (1);-6.450408,106.739406
FTO024;GRIYA TELAGA PERMAI (1);-6.450541488,106.8576847
DDP078;GRIYA TELAGA PERMAI (1);-6.45054802,106.8572923
FPR061;PERUM DE PARIS RESIDENCE (6);-6.451067,106.740373
FPR059;PERUM DE PARIS RESIDENCE (4);-6.451302,106.742002
DDP275;DE GREEN TERRACES;-6.451352155,106.73543
FJG055;CITRA INDAH CITY (45) (CLUSTER BUKIT WIDELIA);-6.45139,107.042513
FTO025;GRIYA TELAGA PERMAI (2);-6.451615574,106.8595337
DCB278;GRAND KAHURIPAN (1);-6.451658904,106.9581996
DDP079;GRIYA TELAGA PERMAI (2);-6.451855177,106.8594057
FPR058;PERUM DE PARIS RESIDENCE (3);-6.452235,106.74194
DCB279;GRAND KAHURIPAN (2);-6.452410534,106.9591622
DDP284;PERUMAHAN CITAYAM VILLAGE & THE GREEN VIEW 2;-6.452461658,106.785383
FGH009;GRAND KAHURIPAN (2);-6.452576386,106.9596723
FJG026;CITRA INDAH CITY (26);-6.45268,107.044607
DDP309;SUKAMAJU AREA (5);-6.453328,106.834446
FJG038;CITRA INDAH CITY (38);-6.453513,107.040176
DCB273;COCO GARDEN (CLUSTER BELINA & CATTLEYA);-6.45560596,106.954225
FGH027;COCO GARDEN (CLUSTER BELINA & CATTLEYA);-6.455715,106.95413
DDP134;VILLA PABUARAN INDAH (1);-6.456357965,106.7942026
DDP268;PERUM PURI CITAYAM LIPI 2 (2);-6.456385316,106.8113986
DCB272;COCO GARDEN (CLUSTER MODESTA);-6.456806427,106.953728
FGH001;PESONA KAHURIPAN 2 (1);-6.457529,106.965809
FRY006;PERUM PURI CITAYAM LIPI 2 (2);-6.45759,106.811104
FRY002;PERUM DUREN BARU PERMAI;-6.458405,106.788909
FJG018;CITRA INDAH CITY (18);-6.458774,107.038378
DDP267;PERUM PURI CITAYAM LIPI 2 (1);-6.459024143,106.8107036
FRY007;PERUM PURI CITAYAM LIPI 2 (1);-6.459061,106.810541
FGH002;PESONA KAHURIPAN 2 (2);-6.459188,106.965772
FGH004;PESONA KAHURIPAN 2 (4);-6.460018,106.965044
FGH003;PESONA KAHURIPAN 2 (3);-6.460321,106.967199
FJG010;CITRA INDAH CITY (10);-6.461559,107.032769
DDP340;NANGGERANG RESIDENCE;-6.461931,106.780655
FJG009;CITRA INDAH CITY (9);-6.463021,107.035048
FJG020;CITRA INDAH CITY (20);-6.463224,107.041607
DDP172;PONDOK WIDYATAMA INDAH CIBINONG;-6.463376704,106.8219256
DDP265;PERUM PURI CITAYAM LIPI 1 (1);-6.463986986,106.810688
FJG016;CITRA INDAH CITY (16);-6.464685,107.03655
FJG008;CITRA INDAH CITY (8);-6.4647484801835695,107.03653117580977
FRY004;PERUM PURI BOJONG LESTARI 1 (2);-6.465212,106.797814
FJG030;CITRA INDAH CITY (30);-6.46542,107.041333
FJG035;CITRA INDAH CITY (35);-6.470114,107.040642
DDP114;TELAGA KAHURIPAN (4) (CLUSTER CANDRALOKA);-6.471127836,106.7008531
DDP113;TELAGA KAHURIPAN (3) (CLUSTER CANDRALOKA);-6.471920274,106.7037814
FJG007;CITRA INDAH CITY (7);-6.472138,107.040366
FJG043;CITRA INDAH CITY (43);-6.472613,107.040816
FJG006;CITRA INDAH CITY (6);-6.474746,107.040489
DDP112;TELAGA KAHURIPAN (2) (CLUSTER CANDRALOKA);-6.47540487,106.7038137
FJG005;CITRA INDAH CITY (5);-6.478431,107.038966
FJG004;CITRA INDAH CITY (4);-6.479764,107.038295
DDP111;TELAGA KAHURIPAN (1) (CLUSTER BUKIT INDAH PRASTA);-6.481046202,106.7173149
FJG003;CITRA INDAH CITY (3);-6.481379,107.037488
DBG107;BALAI KOTA BOGOR;-6.4817725,106.8239217
DDP115;TELAGA KAHURIPAN (5) (TAMAN GANESHA, CLUSTER GRIYA GANESHA & CLUSTER GANESHA);-6.482130456,106.6997571
DDP124;PONDOK BAMBU KUNING (2);-6.483127603,106.8028221
DDP116;TELAGA KAHURIPAN (6) (CLUSTER GANESHA&BERANDA GANESHA);-6.483145559,106.6980315
DDP123;PONDOK BAMBU KUNING (1);-6.484318021,106.8042185
FJG002;CITRA INDAH CITY (2);-6.485720860293625,107.035248499
FJG001;CITRA INDAH CITY (1);-6.486740410788572,107.035484433
FJG041;CITRA INDAH CITY (41);-6.486949,107.035557
DDP137;PERUM CIBINONG CITY;-6.494366003,106.8147904
DBG169;PURI ALAM KENCANA (1);-6.50270022,106.8355296
DBG170;PURI ALAM KENCANA (2);-6.506161196,106.8376434
DBG089;PERUM BUMI SENTOSA (2);-6.507954662,106.8469125
DBG088;PERUM BUMI SENTOSA (1);-6.5086831,106.8451345
DBG045;VILLA MUTIARA BOGOR 2 (2);-6.509989635,106.7857219
DBG055;METRO RESIDENCE CIBINONG (2);-6.510761543,106.8347983
DBG054;METRO RESIDENCE CIBINONG (1);-6.512825895,106.8351751
DBG044;VILLA MUTIARA BOGOR 2 (1);-6.513734305,106.7857872
DBG026;MUTIARA SENTUL (2);-6.515087604,106.8419393
DBG012;VILLA MUTIARA BOGOR (3);-6.515701197,106.7763753
DBG027;MUTIARA SENTUL (CLUSTER THE NATURE);-6.51617585,106.8438784
DBG013;VILLA MUTIARA BOGOR (4);-6.517736924,106.7775998
DBG025;MUTIARA SENTUL (1);-6.517920905,106.8406747
DBG011;VILLA MUTIARA BOGOR (2);-6.519027806,106.7754079
SBG002;LIPPO PLAZA KEBOEN RAYA BOGOR;-6.5209634,106.7752539
DDP179;MARGONDA RESIDENCE APT (TOWER 4);-6.5210596,106.7752232
DBG010;VILLA MUTIARA BOGOR (1);-6.522549972,106.775692
DBG082;VILLA BOGOR INDAH 6;-6.529903284,106.8132969
DBG156;PERUM TATYA ASRI (1);-6.530166591,106.8405644
DBG095;PERUM PURI KEMANG ASRI;-6.531205494,106.7594303
DBG186;PERUM RS. PMI BOGOR;-6.536716294,106.7986965
DBG063;PERUM BUKIT CIMANGGU CITY (7) (CLUSTER SHERWOOD & GREENWOOD);-6.538121448,106.7860047
DBG017;PERUM BUKIT CIMANGGU CITY (1);-6.538361571,106.7776931
DBG019;PERUM BUKIT CIMANGGU CITY (3);-6.539014,106.780212
DBG062;PERUM BUKIT CIMANGGU CITY (6) (CLUSTER CHARNWOOD);-6.539316757,106.7874256
DBG068;PERUM BUKIT CIMANGGU CITY (12);-6.541219555,106.7808139
DBG020;PERUM BUKIT CIMANGGU CITY (4);-6.541522802,106.7799313
DBG064;PERUM BUKIT CIMANGGU CITY (8) (CLUSTER TROPICAL PARK VIEW, MOUNTAIN PARK VIEW & HILLS PARK VIEW);-6.542586088,106.7864326
FCU043;CENDANA NEST;-6.549049,106.794182
DBG112;CLUSTER GRAHA GRANDE;-6.551538403,106.8033588
DBG069;PERUM BUKIT CIMANGGU CITY (13);-6.5532633,106.7821738
DBG049;GRIYA ALAM SENTUL (3);-6.553572802,106.8608969
DBG125;PERUM TANAH BARU PERMAI (SINAR WALUYO) (2);-6.55386386,106.8243213
DBG050;GRIYA ALAM SENTUL (4);-6.554502338,106.8653827
DBG048;GRIYA ALAM SENTUL (2);-6.55533957,106.8639803
DBG047;GRIYA ALAM SENTUL (1);-6.555557506,106.8626339
FTSS03D01;BUKIT CIMANGGU CITY (22);-6.55669,106.783022
DBG124;PERUM TANAH BARU PERMAI (SINAR WALUYO) (1);-6.557521668,106.8224794
DBG110;PERUM CILUAR ASRI (1);-6.559053156,106.8265657
DBG111;PERUM CILUAR ASRI (2);-6.560252833,106.825473
DBG139;SENTUL CITY (CLUSTER TAMAN VICTORIA ) (2);-6.560281025,106.8625779
DCB149;SENTUL CITY (CLUSTER TAMAN VICTORIA ) (3);-6.56084636,106.8640005
DBG138;SENTUL CITY (CLUSTER TAMAN VICTORIA ) (1);-6.560878943,106.8612638
DBG140;SENTUL CITY (CLUSTER TAMAN VICTORIA ) (3);-6.561255,106.862798
DBG035;PERUM TAMAN KENARI BOGOR;-6.56346609,106.8246999
DBG133;PERMATA CIMANGGU & BHARATA PURA (2);-6.564528275,106.7896737
DBG134;MARKETING GALLERY SENTUL CITY;-6.5664918,106.8459325
DCB111;MARKETING GALLERY SENTUL CITY;-6.56655,106.84606
DBG154;HONDA IMORA MOTOR;-6.5665819,106.848621
FMO002;TAMAN YASMIN (2);-6.56806701751892,106.7693695798
DBG142;SENTUL CITY (RUKO PLAZA NIAGA 1,2 & RUKO PLAZA AMSTERDAM);-6.568745128,106.8598567
DBG115;PERUM BUMI INDRAPRASTA (1);-6.569924897,106.8122728
DBG024;KOMPLEK DRAMAGA CANTIK;-6.57125194,106.7358742
DBG061;SINBAD GREEN RESIDENCE;-6.572289875,106.7567288
DBG109;KOMPLEK DRAMAGA CANTIK (1.1);-6.572363262,106.7358481
DBG116;PERUM BUMI INDRAPRASTA 1 (2);-6.57354067,106.8119204
DBG141;SENTUL CITY (CLUSTER EQUATOR, CLUSTER ANDALUSIA & RIVER VIEW);-6.573848588,106.8476322
DBG135;SENTUL CITY (CLUSTER CASABLANCA & EMPIRE PARK);-6.57654553,106.8506185
DBG136;SENTUL CITY (CLUSTER ENGLAND PARK,COUNTRY WOOD & HILTOP RESIDENCE);-6.576727552,106.8583196
DBG137;SENTUL CITY (CLUSTER EMPIRE PARK & CLUSTER YUNANI);-6.57687886,106.8546999
DBG150;SENTUL CITY (CLUSTER VENESIA);-6.578221107,106.8836575
DCB194;SENTUL CITY (TAMAN PASADENA & TAMAN SAKURA);-6.579118093,106.8873265
DBG149;SENTUL CITY (TAMAN PASADENA & TAMAN SAKURA);-6.579267,106.8873
DBG151;SENTUL CITY (CLUSTER VENESIA & MOUNTAIN VIEW);-6.580681537,106.8836775
DBG145;SENTUL CITY CLUSTER LEGIAN;-6.582169,106.887931
DCB165;SENTUL CITY CLUSTER LEGIAN;-6.58217797,106.8878779
DCB163;SENTUL CITY (CLUSTER TAMPAK SIRING) (1);-6.583203003,106.8890472
SBG001;PUSBAG SDM APARATUR PERHUBUNGAN;-6.5832063,106.8572061
FBG001;LIPPO PLAZA BELLANOVA COUNTRY;-6.5832109,106.8571903
FBG002;LIPPO PLAZA EKA LOKASARI BOGOR;-6.5832135,106.8571973
DBG152;OPTICAL HUB SENTUL CITY;-6.5832145,106.8571862
DBG153;RS PERTAMEDIKA SENTUL CITY;-6.5832195,106.8571815
DBG143;SENTUL CITY (CLUSTER TAMPAK SIRING) (1);-6.583772,106.887599
DBG148;HOTEL GREEN SAVANA;-6.583790757,106.8838739
DCB175;HOTEL GREEN SAVANA;-6.583793,106.883867
DCB171;SENTUL CITY (CLUSTER TAMAN UDAYANA);-6.583867256,106.8900547
DBG147;SENTUL CITY (CLUSTER TAMAN UDAYANA);-6.584014,106.89006
DBG144;SENTUL CITY (CLUSTER TAMPAK SIRING) (2);-6.584533,106.889314
DCB164;SENTUL CITY (CLUSTER TAMPAK SIRING) (2);-6.584562323,106.8892984
DBG146;SENTUL CITY (CLUSTER TAMAN BESAKIH);-6.586029118,106.8902576
DBG120;PERUM BUMI INDRAPRASTA 2 (1);-6.587090587,106.8159218
FBG00001;HUB BOGOR;-6.587817569,106.8167909
DBG00001;HUB BOGOR;-6.587817569,106.8167909
DBG224;SANCTUARY COLLECTION;-6.59003,106.870956
FBG012;SANCTUARY COLLECTION (CLUSTER TANGLIN PARC);-6.590248,106.871007
DBG223;PERUM SENTUL ALAYA (2);-6.592048,106.872382
DBG222;PERUM SENTUL ALAYA (1);-6.593538,106.872911
DBG073;KOMPLEK IPB BARANANGSIANG 4;-6.593926693,106.8172659
DBG108;LIPPO MALL PANGRANGO PLAZA;-6.5957375,106.8054369
FBN014;CIOMAS RIVER VIEW (2);-6.598107,106.769725
FBN013;CIOMAS RIVER VIEW (1);-6.5984248,106.768609
DBG056;CIOMAS PERMAI (1);-6.599209051,106.7546493
FBN016;CIOMAS RIVER VIEW (3);-6.600484,106.770613
FBN017;CIOMAS RIVER VIEW (4);-6.600484,106.770697
DBG078;BUKIT ASRI CIOMAS INDAH (1);-6.606675598,106.7618982
DBG001;KEBUN RAYA RESIDENCE (1);-6.607051513,106.7790255
DBG081;BUKIT ASRI CIOMAS INDAH (4);-6.60938745,106.7604618
DBG002;KEBUN RAYA RESIDENCE (2) & CLUSTER KANYA PARK;-6.61240185,106.780107
DBG215;KEBUN RAYA RESIDENCE (CLUSTER CITRA PARK 1, 2 & 3);-6.616779,106.779812
FBN001;BOGOR NIRWANA RESIDENCE (1);-6.620247,106.797875
FBN019;KOMPLEK PASWALPRES (2);-6.62279431585523,106.7840650677
FBN018;KOMPLEK PASWALPRES (1);-6.62555686510146,106.7805771902
FBN002;BOGOR NIRWANA RESIDENCE (2);-6.62579019,106.79746554
FWP009;GRIYA KATULAMPA (3);-6.628396,106.826728
DBG104;PERUM PAKUAN 2;-6.629275358,106.8215778
FWP008;GRIYA KATULAMPA (2);-6.630221,106.828549
FWP007;GRIYA KATULAMPA (1);-6.630591,106.830387
FBN006;BOGOR NIRWANA RESIDENCE (6);-6.636627,106.798115
DBG040;ROYAL TAJUR RESIDENCE;-6.637786605,106.8288291
DBG229;ROYAL HEIGHTS APT;-6.63829,106.82485
FBN008;BOGOR NIRWANA RESIDENCE (8);-6.639119,106.782691
FBN007;BOGOR NIRWANA RESIDENCE (7);-6.640587,106.790634
FBN009;BOGOR NIRWANA RESIDENCE (9) (CLUSTER HARMONI 1);-6.64066,106.783875
FBN012;BOGOR NIRWANA RESIDENCE (11);-6.64113,106.779361
DBG205;PERUM ALAM TAJUR RESIDENCE;-6.641430114,106.8368085
DBG103;PAMOYANAN HIJAU;-6.641694465,106.8064332
FBN010;BOGOR NIRWANA RESIDENCE (10) (CLUSTER HARMONI 2);-6.644221,106.781096
FRU001;RANCAMAYA GOLF ESTATE (1);-6.652135,106.828045
DBG217;PERUM RANCAMAYA KINGVILLE (CLUSTER SALVADOR);-6.652566,106.825703
DBG231;RANCAMAYA GOLF ESTATE (CLUSTER AMADEUS);-6.652797,106.82678
DBG008;RANCAMAYA GOLF ESTATE (CLUSTER JUNIFER FOREST & GOLF VIEW);-6.656551949,106.8177611
DBG007;RANCAMAYA GOLF ESTATE (CLUSTER PALEM, ISTANA BUNGA, LAKE VIEW, CENDANA, CEMARA, RUBY RAYA);-6.657199757,106.8252094
DBG053;RANCAMAYA GOLF ESTATE (CLUSTER SUMMIT);-6.661243809,106.8340017
DBG003;RANCAMAYA GOLF ESTATE(CLUSTER PADMA);-6.661849957,106.8395893
DBG004;RANCAMAYA GOLF ESTATE (CLUSTER BALCONY GRANDE & CLUSTER BOGOR BALCONY);-6.662168285,106.8410027
DBG009;RANCAMAYA GOLF ESTATE (CLUSTER TERATAI & KANA);-6.662545941,106.8326975
DBG006;RANCAMAYA GOLF ESTATE (CLUSTER ALAMANDA, WARINGIN, TANJUNG, KERTANEGARA, JASMIN & KATELIA);-6.665044221,106.8221857
FPB001;KOTA BARU PARAHYANGAN;-6.87255,107.468547
FAC054;PERUM GRIYA PRAJA MANDIRI (1);-6.877786,109.11947
FCB056;KOMPLEK TNI AL GRAHA JALA YUDHA (9);-6.88181273,106.902939
DPB052;PONDOK MULYA MELATI WANGI;-6.891629,107.701424
AKB289;HOTEL BAHUREKSA;-6.90537,107.61468
DPB055;UJUNG BERUNG REGENCY;-6.910711,107.706191
DPB103;PERUM MANGLAYANG REGENCY (4) (RW 28);-6.914303,107.745096
DKB585;TAMAN KOPO INDAH 5 (2) (CLUSTER SPRING VILLE);-6.938204,107.709528
DPB117;PERUM PERMATA BIRU 2 (1);-6.947508,107.72865
DPB120;PERMATA BIRU 2 (3);-6.947743,107.730503
FPB085;PERUM PERMATA BIRU 2 (3);-6.947745,107.730481
DPB083;PERUM BUMI ATLIT;-6.949604,107.71983
DPB035;DISTRICT ORANGE (BUMI ORANGE) (1);-6.95032,107.731468
DKB535;WAREHOUSE BIZPARK BANDUNG;-6.951322,107.586058
DBT012;TAMAN KOPO INDAH (CLUSTER PINEWOOD & CLUSTER REDWOOD);-6.963299,107.552755
DBT013;TAMAN KOPO INDAH 1 (1);-6.966476,107.569343
DKB613;GRIYA PERMATA ASRI (1);-6.984842,107.651333
FBT033;TAMAN KOPO KATAPANG (2) BANDUNG;-7.01377,107.554147
DSB494;PANTAI MENTARI (3);-7.23541,112.793449
ASB540;RSJ MENUR;-7.2863144,112.7603219
